name,phoneNumber,amount,operatorName,countryCode
Bonnie Cruz,25473416952,79,Telkom Kenya,KE
Melanie Walker,25472114591,218,Airtel Kenya,KE
Hunter Guerrero,25470598779,284,Telkom Kenya,KE
Heather Flores,25470908208,115,Safaricom Kenya,KE
George Johnson,25474500380,400,Airtel Kenya,KE
Lauren Tyler,25477389470,296,Safaricom Kenya,KE
John Horton,25479728531,139,Telkom Kenya,KE
Kristina Simpson,25473534326,76,Telkom Kenya,KE
Tanya Wells,25474177604,355,Safaricom Kenya,KE
Tracy Hayes,25479701759,369,Airtel Kenya,KE
Angela Dean,25475182530,92,Telkom Kenya,KE
Erica Martinez,25475870565,146,Telkom Kenya,KE
Tracey Brown,25470575004,398,Safaricom Kenya,KE
Christopher Rosario,25475743439,434,Airtel Kenya,KE
Tammie Ramsey,25478616970,238,Airtel Kenya,KE
Daniel Jackson,25472459040,476,Airtel Kenya,KE
Jacqueline Miller,25475809905,208,Telkom Kenya,KE
Jill Robbins,25475891007,364,Safaricom Kenya,KE
Shelby Poole,25470202003,430,Airtel Kenya,KE
Whitney James,25471873407,475,Airtel Kenya,KE
Deborah Olson,25477863690,414,Airtel Kenya,KE
Jesse Garcia,25476493056,370,Safaricom Kenya,KE
David Warner,25479213451,343,Airtel Kenya,KE
Manuel Smith,25478742646,293,Airtel Kenya,KE
Jeffrey Palmer,25471988839,129,Safaricom Kenya,KE
Mary Crosby,25479432514,163,Airtel Kenya,KE
Vanessa Robinson,25472791310,402,Safaricom Kenya,KE
Zachary Elliott,25475811707,451,Telkom Kenya,KE
Matthew Alvarado,25479677681,63,Airtel Kenya,KE
Keith Robbins,25470418161,114,Airtel Kenya,KE
Taylor Ramirez,25478144449,50,Safaricom Kenya,KE
Maxwell Howard,25470877483,199,Safaricom Kenya,KE
Cody Smith,25478360613,168,Telkom Kenya,KE
Krista Clarke,25475282776,135,Telkom Kenya,KE
Cody Jenkins,25471239965,102,Airtel Kenya,KE
Janet Thomas,25477532594,500,Airtel Kenya,KE
Kelly Mendez,25478800139,496,Airtel Kenya,KE
Robert Holloway,25471481589,313,Airtel Kenya,KE
Amber Doyle,25478914844,280,Telkom Kenya,KE
Cassandra Mccarthy,25471620963,374,Airtel Kenya,KE
Sarah Martin,25476805108,430,Airtel Kenya,KE
Debra Lee,25471538917,318,Safaricom Kenya,KE
Hayley Price,25470123992,140,Airtel Kenya,KE
April Cuevas,25477502177,283,Airtel Kenya,KE
Jason Bowen,25470372586,448,Telkom Kenya,KE
Pedro Evans,25474378996,234,Airtel Kenya,KE
Christopher Todd,25478790924,211,Telkom Kenya,KE
Joshua Armstrong,25470305539,439,Safaricom Kenya,KE
Nicholas Sanders,25477747042,139,Airtel Kenya,KE
Kaitlyn Ward,25470191681,499,Safaricom Kenya,KE
James Arellano,25479241065,479,Airtel Kenya,KE
Tiffany Sandoval,25476955679,395,Telkom Kenya,KE
Jim Gibbs,25479492823,252,Airtel Kenya,KE
David Nguyen,25472928863,242,Telkom Kenya,KE
Daniel Flowers,25472657631,199,Airtel Kenya,KE
Morgan Ferguson,25479577573,334,Airtel Kenya,KE
Jonathan Johnson,25473246835,319,Telkom Kenya,KE
Brianna Prince,25472443385,474,Safaricom Kenya,KE
George Dudley,25474600422,434,Airtel Kenya,KE
Michelle Cobb,25479920910,489,Safaricom Kenya,KE
Jacqueline Weaver,25474399818,379,Telkom Kenya,KE
Eric Jordan,25472811695,468,Safaricom Kenya,KE
Allison Hill,25479421585,426,Safaricom Kenya,KE
Daniel May,25476410030,286,Airtel Kenya,KE
Rebekah Brown,25476544904,140,Telkom Kenya,KE
Christopher Briggs,25474990709,169,Safaricom Kenya,KE
Christopher Bird,25476187878,186,Safaricom Kenya,KE
Heather Harper,25479800159,127,Telkom Kenya,KE
Michelle Jimenez,25472297030,332,Airtel Kenya,KE
Gary Morris,25479904410,435,Telkom Kenya,KE
Jennifer Ortiz,25479391546,293,Telkom Kenya,KE
Jacqueline Chang,25471606613,385,Airtel Kenya,KE
Emily Hall,25479946508,66,Safaricom Kenya,KE
Devin Hernandez,25478356313,105,Telkom Kenya,KE
Kristen Santos,25475888246,75,Safaricom Kenya,KE
Jennifer Knight,25474849071,236,Airtel Kenya,KE
Preston Thomas,25471605426,382,Telkom Kenya,KE
Tamara Santos,25479965370,247,Telkom Kenya,KE
Nathaniel Castillo,25478610306,176,Telkom Kenya,KE
Hannah Hughes,25473796948,496,Safaricom Kenya,KE
Brian Gonzalez,25478826790,316,Safaricom Kenya,KE
Pedro Cross,25476871299,487,Airtel Kenya,KE
Michael Estrada,25474218493,473,Safaricom Kenya,KE
Nicholas King,25477956764,326,Telkom Kenya,KE
Michael Clay,25478368338,280,Telkom Kenya,KE
Christina Rivera,25479448156,399,Airtel Kenya,KE
Charles Walker,25473787716,194,Safaricom Kenya,KE
Karen Potter,25475731569,335,Safaricom Kenya,KE
Molly Christensen,25474303561,425,Telkom Kenya,KE
Leah Thomas,25471366210,314,Airtel Kenya,KE
Catherine Burke,25477846471,267,Airtel Kenya,KE
Kelly Vargas,25473222149,357,Airtel Kenya,KE
Aaron Morris,25475855758,200,Safaricom Kenya,KE
Rebecca Thompson,25479993012,280,Safaricom Kenya,KE
Dennis Mendoza,25479154376,396,Safaricom Kenya,KE
Darlene Parsons,25470133506,92,Telkom Kenya,KE
Michael Roberts,25473460365,348,Telkom Kenya,KE
Edwin Richardson,25471107823,310,Airtel Kenya,KE
William Nguyen,25478603946,67,Airtel Kenya,KE
Jesus Reynolds,25471332302,312,Telkom Kenya,KE
Amy Mcdonald MD,25477777352,454,Safaricom Kenya,KE
Jonathan Kelley,25475273994,490,Safaricom Kenya,KE
Mary Cardenas,25474313979,228,Airtel Kenya,KE
Taylor Harris,25474464508,81,Safaricom Kenya,KE
Hannah Butler,25478416427,213,Telkom Kenya,KE
Elizabeth Potter,25472844897,278,Telkom Kenya,KE
Valerie White,25476118849,375,Airtel Kenya,KE
George Lewis,25470967659,149,Telkom Kenya,KE
Amber Morgan,25473230025,403,Airtel Kenya,KE
Michelle Lewis,25474136006,281,Safaricom Kenya,KE
Charles Brown,25473620332,415,Safaricom Kenya,KE
Drew Martin,25470740776,323,Telkom Kenya,KE
Paul Rice,25479927691,360,Telkom Kenya,KE
Justin Weber,25471821089,152,Telkom Kenya,KE
Evelyn Allen,25478517126,492,Safaricom Kenya,KE
Brent Stone,25479118276,239,Safaricom Kenya,KE
Laura Martin,25475741403,82,Safaricom Kenya,KE
Lisa Kramer,25471536175,444,Airtel Kenya,KE
Brandon Wells,25478993732,219,Safaricom Kenya,KE
Christopher Johnston,25471263604,458,Safaricom Kenya,KE
Maurice Young,25470213934,226,Safaricom Kenya,KE
Eric Bailey,25479711917,486,Safaricom Kenya,KE
Jason Nelson,25479998010,379,Telkom Kenya,KE
George Macias,25478808157,162,Safaricom Kenya,KE
Alexander Hamilton,25475989052,405,Airtel Kenya,KE
Thomas Ray,25478936374,381,Airtel Kenya,KE
Olivia Bowman,25473667863,283,Airtel Kenya,KE
Gordon Edwards,25470130278,300,Telkom Kenya,KE
Brenda Anderson,25475250240,294,Telkom Kenya,KE
Samuel Spears,25472854821,481,Telkom Kenya,KE
Tina Mosley,25472210354,88,Safaricom Kenya,KE
Jessica Miller,25479324868,344,Telkom Kenya,KE
Mitchell Cunningham,25473446630,366,Safaricom Kenya,KE
Bailey Swanson,25471885662,201,Safaricom Kenya,KE
Brett Mcguire,25475662746,343,Airtel Kenya,KE
Rodney Tucker,25476274229,476,Telkom Kenya,KE
Jimmy Bruce,25476825570,323,Safaricom Kenya,KE
William Spencer,25473480654,344,Airtel Kenya,KE
Vincent Taylor,25475678042,62,Safaricom Kenya,KE
Adam Salazar,25474471488,324,Safaricom Kenya,KE
Kathleen Simmons,25479160652,154,Airtel Kenya,KE
Samantha Mayer,25476882609,270,Telkom Kenya,KE
Cynthia Lopez,25472785780,81,Safaricom Kenya,KE
Ronald Williams,25472860999,483,Airtel Kenya,KE
Brett Barrera,25478216043,167,Airtel Kenya,KE
Evan Stark,25478672946,362,Safaricom Kenya,KE
Aimee Riley,25476465869,336,Airtel Kenya,KE
Brian Sharp,25471383657,458,Safaricom Kenya,KE
Gina Scott,25471808030,77,Telkom Kenya,KE
Preston Neal,25479288431,328,Airtel Kenya,KE
Katherine Barnes,25472781917,394,Airtel Kenya,KE
Keith Wilson,25477192869,69,Telkom Kenya,KE
Kathleen Morgan,25475244339,83,Airtel Kenya,KE
Sarah Brown,25471574640,308,Telkom Kenya,KE
Julie Mendez,25478447999,213,Safaricom Kenya,KE
Tim Grant,25474857754,354,Telkom Kenya,KE
Lauren Yang,25477624373,371,Safaricom Kenya,KE
Tracy Hodge,25479855625,458,Airtel Kenya,KE
Scott Stanley,25476399174,330,Airtel Kenya,KE
Mary Haynes,25472882164,457,Safaricom Kenya,KE
Jaime Cooper,25475229808,438,Airtel Kenya,KE
Kevin Young,25474959059,265,Airtel Kenya,KE
Steven Parrish,25472120136,470,Airtel Kenya,KE
Jeffrey Ellis,25471648214,321,Telkom Kenya,KE
Elizabeth Hahn,25472830649,344,Airtel Kenya,KE
Jessica Martin,25473169383,283,Safaricom Kenya,KE
Michael Gonzales,25475686559,440,Safaricom Kenya,KE
John Davis,25477718680,403,Safaricom Kenya,KE
Megan Mcclure,25472988799,113,Telkom Kenya,KE
Nicholas Austin,25474643935,422,Telkom Kenya,KE
Tyler Morales,25470472083,154,Airtel Kenya,KE
Steven Richards,25477815912,351,Telkom Kenya,KE
Alvin Wilson,25470571665,329,Telkom Kenya,KE
Jennifer Grant DDS,25470928196,80,Telkom Kenya,KE
Thomas Stephenson,25478185080,345,Telkom Kenya,KE
Cassidy Martinez,25479976199,63,Airtel Kenya,KE
Nancy Wyatt,25475881337,452,Airtel Kenya,KE
Cynthia Winters,25473758579,132,Telkom Kenya,KE
Sara Taylor,25474990534,400,Safaricom Kenya,KE
Austin Wood,25477460710,234,Airtel Kenya,KE
Alexandria Evans,25478783054,447,Safaricom Kenya,KE
Steven Villarreal,25472503735,309,Telkom Kenya,KE
Elizabeth Sparks,25471932254,222,Airtel Kenya,KE
Jonathan Smith,25479201695,240,Airtel Kenya,KE
Kayla Charles,25475574506,188,Airtel Kenya,KE
Kathryn Collins,25476817228,176,Airtel Kenya,KE
Brenda Day,25472668137,457,Telkom Kenya,KE
Lisa Garcia,25471608758,401,Safaricom Kenya,KE
Matthew Martinez,25479371637,77,Airtel Kenya,KE
Jeremy Sullivan,25479445701,95,Telkom Kenya,KE
John Nguyen,25478655241,185,Telkom Kenya,KE
Crystal Duncan,25474202048,328,Safaricom Kenya,KE
Mark Smith,25472296423,189,Airtel Kenya,KE
Craig Mcclain,25471466684,384,Telkom Kenya,KE
Heather Lopez,25476903210,473,Telkom Kenya,KE
William Hunt,25477715729,69,Telkom Kenya,KE
Stephanie Bradley,25476852090,172,Telkom Kenya,KE
Hector Greer,25478980644,401,Safaricom Kenya,KE
Michael Hess,25470218871,304,Telkom Kenya,KE
Christopher Hamilton,25476959865,57,Safaricom Kenya,KE
Richard Larson,25474111409,213,Airtel Kenya,KE
Roy Marshall,25471245095,478,Telkom Kenya,KE
Michelle Jones,25470601240,103,Telkom Kenya,KE
Madison Flynn,25470140250,363,Telkom Kenya,KE
Tami Cruz,25471832645,349,Safaricom Kenya,KE
Jesse Butler,25471753754,403,Airtel Kenya,KE
Robert Russell,25477621628,220,Airtel Kenya,KE
Jennifer Cooper,25471313687,184,Airtel Kenya,KE
Ashley Dunn,25476911725,457,Safaricom Kenya,KE
Eric Stein,25479327043,196,Telkom Kenya,KE
Brian Kennedy,25471940849,97,Safaricom Kenya,KE
James Briggs,25473691410,150,Safaricom Kenya,KE
David Armstrong,25474407230,438,Telkom Kenya,KE
Jeffrey Baker,25472732331,337,Airtel Kenya,KE
Richard Hess,25473901803,329,Airtel Kenya,KE
John Hess,25474851121,238,Airtel Kenya,KE
Samantha Tucker,25474731650,369,Telkom Kenya,KE
Kenneth Riley Jr.,25477322718,104,Airtel Kenya,KE
Jessica Williams,25475250145,196,Telkom Kenya,KE
Francisco French,25470746207,143,Safaricom Kenya,KE
Jenny Wheeler,25479586134,419,Telkom Kenya,KE
Sarah Sharp,25474143626,448,Safaricom Kenya,KE
Mr. Cory Holloway,25473384760,125,Airtel Kenya,KE
Erin Lindsey,25475789871,146,Airtel Kenya,KE
Brandon Snow,25477266736,425,Airtel Kenya,KE
Linda Vasquez,25475490620,170,Airtel Kenya,KE
Joseph Meyer,25476201354,282,Telkom Kenya,KE
Jessica Cruz,25475119421,463,Telkom Kenya,KE
Thomas Villa,25472997304,466,Telkom Kenya,KE
Patrick Thornton,25472133775,60,Telkom Kenya,KE
Michelle Brewer,25478198408,211,Airtel Kenya,KE
Taylor Campbell,25473974955,82,Telkom Kenya,KE
Autumn Jarvis,25476569425,281,Airtel Kenya,KE
Nicholas Martin,25476633482,482,Safaricom Kenya,KE
Kim Stephens,25476166680,100,Airtel Kenya,KE
Julie Parker,25476253153,360,Telkom Kenya,KE
Dillon Glass,25475921798,64,Airtel Kenya,KE
Aimee Nelson,25473542412,349,Telkom Kenya,KE
Henry Nelson,25470779054,364,Safaricom Kenya,KE
Vicki Riddle,25471587567,202,Telkom Kenya,KE
Erika Tucker,25475353133,189,Airtel Kenya,KE
Amy Smith,25476558942,69,Airtel Kenya,KE
Alex Lamb,25471527696,90,Telkom Kenya,KE
Jason Hodges,25474861390,309,Safaricom Kenya,KE
Rachel Nelson,25476976791,359,Safaricom Kenya,KE
David Ballard,25472285066,344,Telkom Kenya,KE
Anthony Wright,25471455653,426,Safaricom Kenya,KE
Susan Cox,25474656988,422,Telkom Kenya,KE
Lori Hoffman,25479325931,416,Airtel Kenya,KE
Evan Wilson,25477407682,182,Telkom Kenya,KE
Michael Martinez,25479892534,472,Safaricom Kenya,KE
David Johnson,25476840370,320,Airtel Kenya,KE
Jeremy Bennett,25470682382,303,Telkom Kenya,KE
Mrs. Dana Schmidt,25479470439,393,Telkom Kenya,KE
Timothy Taylor,25474950395,221,Airtel Kenya,KE
Randall Delacruz,25477892949,276,Telkom Kenya,KE
Heidi Carter,25475202109,244,Telkom Kenya,KE
Christian Hill,25476314609,445,Airtel Kenya,KE
Christopher Jones,25473544053,112,Telkom Kenya,KE
Robert Smith,25473350339,484,Telkom Kenya,KE
Rachel Perez,25477708751,240,Telkom Kenya,KE
April Higgins,25478350628,458,Telkom Kenya,KE
Mary Silva,25475262647,376,Airtel Kenya,KE
Jennifer Miller,25476396682,107,Airtel Kenya,KE
Sheena Oneal,25472395261,108,Telkom Kenya,KE
Richard Ortiz,25476200524,442,Telkom Kenya,KE
Michael Thompson,25478870564,368,Safaricom Kenya,KE
Kevin Faulkner,25479890099,83,Safaricom Kenya,KE
Lisa Bates,25472595257,255,Safaricom Kenya,KE
Erin Ramirez,25478797359,125,Airtel Kenya,KE
Gabrielle Snyder,25471363133,380,Airtel Kenya,KE
Matthew Lynn,25474330239,305,Safaricom Kenya,KE
Amanda Jones,25470119729,286,Safaricom Kenya,KE
Mrs. Jennifer Marquez DVM,25475720569,381,Telkom Kenya,KE
Allison King,25475964775,437,Telkom Kenya,KE
Jasmin Moreno,25472268572,68,Safaricom Kenya,KE
Ian Oconnor PhD,25470313039,62,Airtel Kenya,KE
John Bowen,25479676446,372,Safaricom Kenya,KE
Michael Fisher,25472447159,375,Safaricom Kenya,KE
Susan Caldwell,25476589265,316,Airtel Kenya,KE
Crystal Morales,25473292011,75,Airtel Kenya,KE
John Atkinson,25471874993,62,Safaricom Kenya,KE
Brent Brooks,25475584114,235,Telkom Kenya,KE
Scott Kelly,25477361896,373,Safaricom Kenya,KE
Angelica Bell,25471164017,283,Telkom Kenya,KE
Arthur Chen,25473897426,58,Safaricom Kenya,KE
Jennifer Sheppard,25471402802,141,Safaricom Kenya,KE
Madeline Benitez,25479954965,250,Telkom Kenya,KE
Anthony Green,25476563381,349,Airtel Kenya,KE
Paul Cunningham DDS,25470504876,284,Telkom Kenya,KE
Kevin Brown,25471519175,477,Safaricom Kenya,KE
Wendy Flores,25472855230,216,Telkom Kenya,KE
Lauren Burch,25479221796,242,Airtel Kenya,KE
Sharon Hughes,25471166910,178,Airtel Kenya,KE
Sean Allen,25470415296,492,Airtel Kenya,KE
Felicia Taylor,25472945766,65,Telkom Kenya,KE
Erin Castro,25477141172,54,Safaricom Kenya,KE
Andrew Valenzuela,25479663659,72,Airtel Kenya,KE
John Carlson,25477999226,483,Airtel Kenya,KE
Maria Hendricks,25477116247,175,Airtel Kenya,KE
John Brooks,25479970992,121,Safaricom Kenya,KE
Adrian Davis,25479650775,384,Airtel Kenya,KE
Katie Marsh,25471932582,309,Airtel Kenya,KE
Michelle Martin,25470349524,61,Airtel Kenya,KE
Mr. Carl Johnston,25471299267,428,Telkom Kenya,KE
Janet Lowery,25474892076,420,Airtel Kenya,KE
Sarah Knight,25475839074,324,Safaricom Kenya,KE
Thomas Cowan,25475551617,104,Telkom Kenya,KE
Mary Hood,25470259257,411,Airtel Kenya,KE
Janet Adams,25478400428,428,Telkom Kenya,KE
Karen Lee,25471616103,355,Airtel Kenya,KE
Audrey Briggs,25471254038,373,Telkom Kenya,KE
Michael Snyder,25476439012,208,Telkom Kenya,KE
Michael Sparks,25471546722,227,Telkom Kenya,KE
Richard Reyes,25473247520,228,Airtel Kenya,KE
Paige Winters,25471815041,333,Telkom Kenya,KE
Richard Taylor,25472551208,382,Safaricom Kenya,KE
Elizabeth Carter,25476423964,179,Telkom Kenya,KE
Kimberly Young,25474849810,245,Telkom Kenya,KE
Donald Molina,25479872991,289,Safaricom Kenya,KE
Nicholas Figueroa,25474133015,148,Telkom Kenya,KE
Pamela Kelley,25471703623,211,Safaricom Kenya,KE
Christopher Cook,25479220580,184,Telkom Kenya,KE
James Williams,25479946131,210,Safaricom Kenya,KE
Stephanie Kelly,25471379200,298,Safaricom Kenya,KE
Theresa Burgess,25476870483,285,Telkom Kenya,KE
Randall Parker,25470947018,362,Safaricom Kenya,KE
Jacob Jenkins,25479666213,299,Safaricom Kenya,KE
Larry Parks,25471992548,326,Airtel Kenya,KE
Adam Velez,25473389958,326,Safaricom Kenya,KE
Peter Smith,25471459644,450,Safaricom Kenya,KE
Charles Rogers,25474579124,478,Telkom Kenya,KE
Seth Fitzgerald,25472701158,302,Safaricom Kenya,KE
Amber Thompson,25473909190,476,Telkom Kenya,KE
Mark Thomas,25476213067,346,Telkom Kenya,KE
Kelly Hayes,25474539129,112,Safaricom Kenya,KE
Penny Nelson,25475129553,92,Airtel Kenya,KE
Erin Smith,25476604461,485,Telkom Kenya,KE
Michael Welch,25472373411,204,Safaricom Kenya,KE
Jeffery Mccormick,25474221698,246,Telkom Kenya,KE
Joshua Nixon,25474387577,397,Telkom Kenya,KE
Brittany Bailey,25477479935,72,Safaricom Kenya,KE
Eric Wang,25477694911,244,Telkom Kenya,KE
Brendan Bentley,25477136274,349,Airtel Kenya,KE
Kimberly Conley,25478595244,448,Airtel Kenya,KE
Roy Marshall,25476280059,490,Airtel Kenya,KE
Robin Gonzalez,25474778087,300,Airtel Kenya,KE
Michael Miller,25472481479,253,Airtel Kenya,KE
Deborah Perez,25474342829,440,Airtel Kenya,KE
Ashlee Mclean,25473932027,486,Airtel Kenya,KE
Matthew Huber,25479189204,206,Telkom Kenya,KE
Michele Mcdonald,25475430215,190,Safaricom Kenya,KE
Stephanie Owens,25476819753,473,Safaricom Kenya,KE
Jesse Nguyen,25475933275,172,Airtel Kenya,KE
Amanda Wright,25471908436,307,Telkom Kenya,KE
Rachel Wilson,25475985036,300,Airtel Kenya,KE
Elizabeth Bryant,25477344319,398,Safaricom Kenya,KE
Kristin Ayala,25477889437,182,Safaricom Kenya,KE
Eric Austin,25479117776,212,Safaricom Kenya,KE
Gary Escobar,25477937296,379,Airtel Kenya,KE
Scott Jimenez,25474640535,96,Telkom Kenya,KE
Morgan Ramirez,25477302161,200,Telkom Kenya,KE
Steven Morgan,25471590268,328,Safaricom Kenya,KE
Aaron Shepherd,25470722220,371,Airtel Kenya,KE
Thomas King,25477857854,178,Telkom Kenya,KE
Debbie Peterson,25474614910,270,Airtel Kenya,KE
Tammy Henry,25478703803,210,Safaricom Kenya,KE
Sydney Ward MD,25475148589,170,Safaricom Kenya,KE
Maria Hudson,25474810167,404,Airtel Kenya,KE
Philip Boyer,25476992862,247,Airtel Kenya,KE
Charles Ward,25472167880,201,Airtel Kenya,KE
Isaiah Wilson,25478738391,491,Airtel Kenya,KE
Robert Dixon,25472627517,237,Airtel Kenya,KE
Shane Chapman,25479175701,432,Safaricom Kenya,KE
Gina Ramos,25470828983,235,Safaricom Kenya,KE
David Rubio,25478209663,55,Safaricom Kenya,KE
Whitney Lewis,25476408691,105,Airtel Kenya,KE
Michael Hall,25471343153,283,Telkom Kenya,KE
Joshua Lee,25475752130,101,Telkom Kenya,KE
Cynthia Espinoza,25479410611,134,Safaricom Kenya,KE
Jessica Reynolds,25471608125,94,Telkom Kenya,KE
Michael Roberts,25477254314,145,Airtel Kenya,KE
Micheal Burton,25473230833,459,Safaricom Kenya,KE
James Williams,25472840201,107,Safaricom Kenya,KE
Brandi Smith,25479215104,477,Telkom Kenya,KE
Martha Pollard,25476801255,390,Telkom Kenya,KE
Shane Solis,25479433879,463,Airtel Kenya,KE
Charles Scott,25476348145,430,Safaricom Kenya,KE
Sarah Johnson,25479884149,388,Telkom Kenya,KE
Larry Weber,25471328577,210,Telkom Kenya,KE
Juan Wiggins,25472408078,179,Telkom Kenya,KE
Kimberly Lowery,25471587809,379,Airtel Kenya,KE
Natalie Romero,25477524354,89,Airtel Kenya,KE
Anthony Thompson,25472979090,100,Airtel Kenya,KE
Connie Kerr,25479657743,343,Telkom Kenya,KE
Todd Johnson,25478552178,106,Safaricom Kenya,KE
Adam Fuller,25475303216,397,Safaricom Kenya,KE
John Sellers,25479840650,359,Safaricom Kenya,KE
Janice Ryan,25479621302,337,Telkom Kenya,KE
Maria Davis,25473525922,147,Airtel Kenya,KE
James Becker,25470156725,343,Telkom Kenya,KE
Rachael Salazar,25475744239,329,Airtel Kenya,KE
Kelly Brown,25471540620,419,Safaricom Kenya,KE
Jimmy Herrera,25472376480,355,Airtel Kenya,KE
Robert Rodriguez,25478932951,239,Airtel Kenya,KE
Joseph Obrien,25470557042,372,Safaricom Kenya,KE
Kathleen Romero,25478522933,199,Airtel Kenya,KE
Paul Smith,25476901894,104,Airtel Kenya,KE
Mark Bailey,25478441171,331,Safaricom Kenya,KE
Randall Hoover,25478686981,107,Safaricom Kenya,KE
Emily Garcia,25476154900,187,Telkom Kenya,KE
Carol Huffman,25478971778,72,Telkom Kenya,KE
Michael Rogers,25479474753,84,Safaricom Kenya,KE
Jodi Shepherd,25475105384,291,Telkom Kenya,KE
Heather Montes,25474776697,72,Safaricom Kenya,KE
Shannon Rivera,25472986444,315,Telkom Kenya,KE
Melissa Rodriguez,25475747326,51,Airtel Kenya,KE
Sonya Contreras,25471750883,451,Safaricom Kenya,KE
Megan Moore,25473847462,276,Airtel Kenya,KE
Jacob Love,25477563378,303,Airtel Kenya,KE
Sarah Morris,25475404433,300,Safaricom Kenya,KE
Jeff Myers,25477202892,89,Safaricom Kenya,KE
Tabitha Sweeney,25477898979,118,Airtel Kenya,KE
Regina Gardner,25477385628,272,Telkom Kenya,KE
Daisy Ward,25472346228,405,Airtel Kenya,KE
Jeffrey Foster,25472293023,488,Safaricom Kenya,KE
Phyllis Best,25470366586,148,Safaricom Kenya,KE
Jessica Barr,25475970850,201,Safaricom Kenya,KE
Ryan Davis,25478170937,491,Safaricom Kenya,KE
Dawn Long,25476520827,354,Airtel Kenya,KE
Tonya Foster,25479526853,57,Airtel Kenya,KE
Susan Ho,25470465111,422,Airtel Kenya,KE
David Davis,25474333771,137,Airtel Kenya,KE
Carlos Smith,25478640203,61,Airtel Kenya,KE
Marcus Johnson,25473223338,189,Safaricom Kenya,KE
Mr. Michael Gutierrez,25471444887,431,Airtel Kenya,KE
Kristine Smith,25474843663,449,Telkom Kenya,KE
Elizabeth Ruiz,25474126708,326,Telkom Kenya,KE
Darrell Jackson,25478901293,190,Safaricom Kenya,KE
Krista Williams MD,25474265294,369,Telkom Kenya,KE
Benjamin Davis,25472580496,403,Telkom Kenya,KE
Julie Carney,25479754446,308,Airtel Kenya,KE
Theresa Foster,25478965757,427,Airtel Kenya,KE
Daniel Morris,25475424751,255,Safaricom Kenya,KE
Heather Smith,25479793250,470,Airtel Kenya,KE
Brian Flores,25479498551,63,Airtel Kenya,KE
Brittany Miller,25473108595,350,Airtel Kenya,KE
Lauren Donaldson,25479331347,62,Safaricom Kenya,KE
Eric Franklin,25479798926,329,Telkom Kenya,KE
John Peterson,25477827689,117,Safaricom Kenya,KE
Timothy Sherman,25478197186,196,Telkom Kenya,KE
Jared Williams,25476419687,394,Telkom Kenya,KE
Vincent Wheeler,25471230648,385,Safaricom Kenya,KE
Luke Fitzgerald,25474692583,401,Airtel Kenya,KE
Gloria Horton,25472595358,387,Safaricom Kenya,KE
Janet Ortiz,25477944250,294,Airtel Kenya,KE
Stacey Murray,25473177076,439,Safaricom Kenya,KE
John Hicks,25471520739,414,Safaricom Kenya,KE
Mikayla Hudson,25472376164,278,Airtel Kenya,KE
Brian Gibson,25478162653,401,Safaricom Kenya,KE
Joseph Hampton,25473369795,314,Telkom Kenya,KE
Mary Adkins,25478487051,184,Airtel Kenya,KE
Kimberly Berry,25471274915,332,Airtel Kenya,KE
Jeffrey Green,25471235365,203,Telkom Kenya,KE
Alexis Watson,25471552957,421,Telkom Kenya,KE
Juan Scott,25476287050,243,Safaricom Kenya,KE
Alexis Clark,25473897755,208,Telkom Kenya,KE
Jake Miller,25479591218,246,Airtel Kenya,KE
Denise Gardner,25471819845,243,Safaricom Kenya,KE
Darrell Strickland,25472798837,369,Safaricom Kenya,KE
William Schroeder,25471346429,224,Telkom Kenya,KE
Keith Becker,25471411799,225,Telkom Kenya,KE
Christy Morgan,25471804753,287,Airtel Kenya,KE
Kimberly Roy,25474442891,181,Safaricom Kenya,KE
Matthew Finley,25479353692,125,Telkom Kenya,KE
Patricia Scott,25479960075,402,Safaricom Kenya,KE
Amy Lloyd,25470831151,208,Airtel Kenya,KE
Howard Ferguson,25474206920,481,Airtel Kenya,KE
Julia Peterson,25479206182,443,Telkom Kenya,KE
Sean Padilla,25471160812,352,Airtel Kenya,KE
Mark Parker,25476515669,471,Telkom Kenya,KE
Robert Roman,25472113675,103,Safaricom Kenya,KE
Christina Ferguson,25476669086,85,Airtel Kenya,KE
Kimberly Rich,25470393820,95,Airtel Kenya,KE
Lisa Mendoza,25479477523,73,Airtel Kenya,KE
Mark Jones,25476170717,118,Safaricom Kenya,KE
Shawn Curtis,25472931026,145,Telkom Kenya,KE
Donna Lindsey,25476998405,435,Airtel Kenya,KE
Karen Fisher,25474614496,498,Airtel Kenya,KE
Elizabeth Morris,25472620200,336,Safaricom Kenya,KE
Kaitlyn Hawkins,25479925118,471,Telkom Kenya,KE
Dr. Thomas Paul,25474713989,338,Airtel Kenya,KE
Lisa Farmer,25473682522,274,Safaricom Kenya,KE
Chelsea Sanchez,25473207454,334,Telkom Kenya,KE
Nicholas Ward,25475435654,172,Telkom Kenya,KE
John Smith,25473502665,118,Airtel Kenya,KE
David Jacobs,25470273161,438,Telkom Kenya,KE
Laura Brown,25476562775,228,Telkom Kenya,KE
John Randolph,25470374554,89,Airtel Kenya,KE
